finding_id	title	severity	primary_review_owner	owning_tranche	tranche_number	stage	campaign_order	relevant_source_paths	test_requirement_ids	required_test_classes	required_proof_environments	production_entrypoint_required	blocks_BWS_600	blocks_BWS_710	blocks_release	blocks_deployment	external_pending_status
BWS116-R01-005	Pagination does not bind every page to one immutable contract, profile, generation, and query identity	P1	R01	BWS-W1-T03	3	S3	15	packages/bootstrap/src/adapters/betting-win-query-client.ts|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/upstream-api-convergence.ts	BWS116-R01-005-TEST-01|BWS116-R01-005-TEST-02|BWS116-R01-TG-001	concurrency_or_fencing|restart_or_recovery|upstream_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	true	true	true	false
BWS116-R01-010	Source, receive, verification, import, and consumption times are not jointly enforced as distinct currentness evidence	P1	R01	BWS-W1-T03	3	S3	15	packages/bootstrap/src/adapters/betting-win-query-client.ts|packages/bootstrap/src/operations/external-runtime-preflight.ts|packages/bootstrap/src/operations/upstream-api-convergence.ts	BWS116-R01-010-TEST-01|BWS116-R01-010-TEST-02|BWS116-R01-010-TEST-03|BWS116-R01-010-TEST-04|BWS116-R01-010-TEST-05|BWS116-R01-TG-001	concurrency_or_fencing|restart_or_recovery|unit_or_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	true	true	true	false
BWS116-R01-009	External-runtime URL validation is lexical and does not prove the destination is non-local across all address forms	P1	R01	BWS-W1-T04	4	S3	16	packages/bootstrap/src/operations/external-runtime-preflight.ts	BWS116-R01-009-TEST-01|BWS116-R01-009-TEST-02|BWS116-R01-009-TEST-03|BWS116-R01-009-TEST-04|BWS116-R01-009-TEST-05|BWS116-R01-009-TEST-06|BWS116-R01-TG-001	concurrency_or_fencing|unit_or_integration|upstream_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	true	true	true	false
BWS116-R01-006	Cursor traversal lacks a complete fail-closed proof against repetition, cycles, and non-progress	P2	R01	BWS-W1-T05	5	S3	17	packages/bootstrap/src/adapters/betting-win-query-client.ts|packages/bootstrap/src/operations/upstream-transport-constants.ts	BWS116-R01-006-TEST-01|BWS116-R01-006-TEST-02|BWS116-R01-006-TEST-03|BWS116-R01-006-TEST-04|BWS116-R01-TG-001	cancellation_or_timeout|concurrency_or_fencing|restart_or_recovery|upstream_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	false	true	true	false
BWS116-R01-007	Per-request timeout and retry controls do not establish one aggregate convergence deadline or late-result ownership	P2	R01	BWS-W1-T05	5	S3	17	packages/bootstrap/src/adapters/betting-win-query-client.ts|packages/bootstrap/src/operations/upstream-transport-constants.ts	BWS116-R01-007-TEST-01|BWS116-R01-007-TEST-02|BWS116-R01-007-TEST-03|BWS116-R01-007-TEST-04|BWS116-R01-TG-001	cancellation_or_timeout|concurrency_or_fencing|upstream_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	false	true	true	false
BWS116-R01-008	Response-size enforcement occurs after fetch buffering and therefore is not a transport memory bound	P2	R01	BWS-W1-T05	5	S3	17	packages/bootstrap/src/adapters/betting-win-query-client.ts|packages/bootstrap/src/operations/upstream-transport-constants.ts	BWS116-R01-008-TEST-01|BWS116-R01-008-TEST-02|BWS116-R01-008-TEST-03|BWS116-R01-008-TEST-04|BWS116-R01-TG-001	concurrency_or_fencing|unit_or_integration	AS_DECLARED_BY_OWNING_REVIEW|NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	true	true	false	false	true	false
BWS116-R02-001	B1 complete-set acceptance proves only key cardinality, not mutually exclusive and exhaustive outcome semantics	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-001-TEST-01|BWS116-R02-001-TEST-02|BWS116-R02-001-TEST-03	unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-002	B1 market grouping and venue-pair identity omit provider and provider-generation authority	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-002-TEST-01|BWS116-R02-002-TEST-02|BWS116-R02-002-TEST-03|BWS116-R02-002-TEST-04	identity_or_determinism|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-007	Unescaped delimiter-based composite keys collide for distinct B1 identities and constraints	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-007-TEST-01|BWS116-R02-007-TEST-02|BWS116-R02-007-TEST-03	identity_or_determinism|mathematics_or_property	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-008	B1 line equivalence compares raw decimal text and rejects numerically identical markets	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-008-TEST-01|BWS116-R02-008-TEST-02|BWS116-R02-008-TEST-03|BWS116-R02-008-TEST-04	unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-009	Standard-binary complete-set assembly can mix YES and NO quotes from different source manifests	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-009-TEST-01|BWS116-R02-009-TEST-02|BWS116-R02-009-TEST-03|BWS116-R02-009-TEST-04	identity_or_determinism|mathematics_or_property|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R02-013	Locale-sensitive localeCompare calls make candidate, scenario, and solver ordering environment-dependent	P1	R02	BWS-W1-T06	6	S3	18	packages/bootstrap/src/contracts/b1-local-types.ts|packages/bootstrap/src/contracts/betting-win-b1-resource-records.ts|packages/bootstrap/src/contracts/betting-win-resource-records.ts|packages/bootstrap/src/economics/b1-fee-matrix.ts|packages/bootstrap/src/identity/b1-market-equivalence.ts|packages/bootstrap/src/identity/b1-selection-equivalence.ts|packages/bootstrap/src/identity/b1-venue-pair-key.ts|packages/bootstrap/src/opportunity/b1-cross-venue-derivation.ts|packages/bootstrap/src/opportunity/b1-gross-spread.ts|packages/bootstrap/src/opportunity/standard-binary-derivation.ts|packages/bootstrap/src/scenarios/b1-scenario-cashflow.ts|packages/bootstrap/src/scenarios/b1-terminal-scenario.ts|packages/bootstrap/src/scenarios/complete-set.ts|packages/bootstrap/src/solver/b1-generalized-stake-vector.ts	BWS116-R02-013-TEST-01|BWS116-R02-013-TEST-02|BWS116-R02-013-TEST-03|BWS116-R02-013-TEST-04	identity_or_determinism|unit_or_integration	NODE20_OR_LANGUAGE_NEUTRAL_OFFLINE	false	false	false	true	false	false
BWS116-R03-006	Repository idempotency claims use read-then-insert races instead of atomic create-or-compare operations	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-006-TEST-01|BWS116-R03-006-TEST-02|BWS116-R03-006-TEST-03|BWS116-R03-006-TEST-04	concurrency_or_fencing|restart_or_recovery|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	true	false	false	true	true	false
BWS116-R03-007	Finalization and checkpoint advances validate expected state in one session but update by ID in another	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-007-TEST-01|BWS116-R03-007-TEST-02|BWS116-R03-007-TEST-03|BWS116-R03-007-TEST-04	concurrency_or_fencing|unit_or_integration|upstream_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-008	Worker heartbeat, checkpoint, completion, and retry transitions omit the lease fence from their mutation predicates	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-008-TEST-01|BWS116-R03-008-TEST-02|BWS116-R03-008-TEST-03|BWS116-R03-008-TEST-04|BWS116-R03-008-TEST-05	concurrency_or_fencing|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-009	Worker availability and lease validity are controlled by caller timestamps with inconsistent expiry boundaries	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-009-TEST-01|BWS116-R03-009-TEST-02|BWS116-R03-009-TEST-03|BWS116-R03-009-TEST-04	concurrency_or_fencing|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-010	Expired leases are always dead-lettered even when retry budget remains	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-010-TEST-01|BWS116-R03-010-TEST-02|BWS116-R03-010-TEST-03|BWS116-R03-010-TEST-04|BWS116-R03-010-TEST-05	concurrency_or_fencing|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-017	Durable lifecycle tables accept impossible timestamp orderings	P1	R03	BWS-W1-T10	10	S3	19	database/migrations/surebet/001_create_upstream_locks_and_import_runs.sql|database/migrations/surebet/004_create_worker_jobs.sql|database/migrations/surebet/012_create_b1_private_observation_cycles.sql|docs/035_continuous_service_supervisor_contract.md|packages/persistence/src/repositories/b1-private-observation-repository.ts|packages/persistence/src/repositories/b1-upstream-convergence-repository.ts|packages/persistence/src/repositories/import-run-repository.ts|packages/persistence/src/repositories/private-paper-runtime-scheduler-checkpoint-repository.ts|packages/persistence/src/repositories/strategy-ledger-repository.ts|packages/persistence/src/repositories/upstream-api-convergence-repository.ts|packages/persistence/src/repositories/upstream-export-convergence-repository.ts|packages/persistence/src/repositories/upstream-lock-repository.ts|packages/persistence/src/repositories/worker-job-repository.ts	BWS116-R03-017-TEST-01|BWS116-R03-017-TEST-02|BWS116-R03-017-TEST-03|BWS116-R03-017-TEST-04|BWS116-R03-017-TEST-05	concurrency_or_fencing|persistence_or_migration|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	false	false	false	true	true	false
BWS116-R03-005	psql subprocesses have no explicit timeout or cancellation boundary	P2	R03	BWS-W1-T11	11	S3	20	packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/workers/bounded-job-worker.ts|packages/persistence/src/psql.ts	BWS116-R03-005-TEST-01|BWS116-R03-005-TEST-02|BWS116-R03-005-TEST-03	cancellation_or_timeout|persistence_or_migration	DISPOSABLE_POSTGRESQL_AND_NODE20	true	false	false	true	true	false
BWS116-R03-011	Configured service timeouts and shutdown signals do not cancel in-flight scheduler or worker work	P1	R03	BWS-W1-T11	11	S3	20	packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/workers/bounded-job-worker.ts|packages/persistence/src/psql.ts	BWS116-R03-011-TEST-01|BWS116-R03-011-TEST-02|BWS116-R03-011-TEST-03|BWS116-R03-011-TEST-04|BWS116-R03-011-TEST-05	cancellation_or_timeout|concurrency_or_fencing|unit_or_integration	DISPOSABLE_POSTGRESQL_AND_NODE20	true	false	false	true	true	false
BWS118-R06-001	Lifecycle ownership is a non-atomic state-file check-and-overwrite	P1	R06	BWS-W2-T21	21	S3	21	docs/035_continuous_service_supervisor_contract.md|package.json|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs	BWS118-R06-001-TEST-01|BWS118-R06-001-TEST-02|BWS118-R06-001-TEST-03|BWS118-R06-001-TEST-04|BWS118-R06-001-TEST-05	concurrency_or_ownership|restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-003	Active processes are not bound to an immutable executable generation and status or stop commands rebuild dist	P1	R06	BWS-W2-T21	21	S3	21	docs/035_continuous_service_supervisor_contract.md|package.json|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs	BWS118-R06-003-TEST-01|BWS118-R06-003-TEST-02|BWS118-R06-003-TEST-03|BWS118-R06-003-TEST-04|BWS118-R06-003-TEST-05	concurrency_or_ownership|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-004	Partial startup can orphan the just-spawned detached child before it enters rollback ownership	P1	R06	BWS-W2-T21	21	S3	21	docs/035_continuous_service_supervisor_contract.md|package.json|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs	BWS118-R06-004-TEST-01|BWS118-R06-004-TEST-02|BWS118-R06-004-TEST-03|BWS118-R06-004-TEST-04|BWS118-R06-004-TEST-05	cancellation_or_timeout|concurrency_or_ownership|evidence_or_artifact|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-005	Stale-state recovery deletes ownership and starts replacements even when cleanup failed	P1	R06	BWS-W2-T21	21	S3	21	docs/035_continuous_service_supervisor_contract.md|package.json|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs	BWS118-R06-005-TEST-01|BWS118-R06-005-TEST-02|BWS118-R06-005-TEST-03|BWS118-R06-005-TEST-04|BWS118-R06-005-TEST-05	cancellation_or_timeout|restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-002	Stack startup reports started before non-API services and full readiness are established	P1	R06	BWS-W2-T22	22	S3	22	deployment/systemd-user/bws-operator.service.template|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-operator-lifecycle.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/service-runtime.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts|tests/bws-service-runtime.test.ts|tests/root-wrapper-runtime.test.ts	BWS118-R06-002-TEST-01|BWS118-R06-002-TEST-02|BWS118-R06-002-TEST-03|BWS118-R06-002-TEST-04|BWS118-R06-002-TEST-05	api_or_projection|persistence_or_migration|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-007	API health, readiness, and metrics can remain green from declarations and stale state files after child failure	P1	R06	BWS-W2-T22	22	S3	22	deployment/systemd-user/bws-operator.service.template|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-operator-lifecycle.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/service-runtime.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts|tests/bws-service-runtime.test.ts|tests/root-wrapper-runtime.test.ts	BWS118-R06-007-TEST-01|BWS118-R06-007-TEST-02|BWS118-R06-007-TEST-03|BWS118-R06-007-TEST-04|BWS118-R06-007-TEST-05|BWS118-R06-007-TEST-06	api_or_projection|concurrency_or_ownership|persistence_or_migration|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-008	The root runtime summary is disconnected from production lifecycle evidence, process verification, and HTTP envelopes	P1	R06	BWS-W2-T22	22	S3	22	deployment/systemd-user/bws-operator.service.template|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-operator-lifecycle.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/service-runtime.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts|tests/bws-service-runtime.test.ts|tests/root-wrapper-runtime.test.ts	BWS118-R06-008-TEST-01|BWS118-R06-008-TEST-02|BWS118-R06-008-TEST-03|BWS118-R06-008-TEST-04|BWS118-R06-008-TEST-05|BWS118-R06-008-TEST-06	cancellation_or_timeout|concurrency_or_ownership|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-009	CLI exit codes and the oneshot systemd unit remain successful while the managed stack is degraded or gone	P1	R06	BWS-W2-T22	22	S3	22	deployment/systemd-user/bws-operator.service.template|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-operator-lifecycle.ts|packages/bootstrap/src/operations/observability.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/service-runtime.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts|tests/bws-service-runtime.test.ts|tests/root-wrapper-runtime.test.ts	BWS118-R06-009-TEST-01|BWS118-R06-009-TEST-02|BWS118-R06-009-TEST-03|BWS118-R06-009-TEST-04|BWS118-R06-009-TEST-05	restart_or_recovery|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-006	Lifecycle timeout settings are per-step rather than one aggregate deadline	P1	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-006-TEST-01|BWS118-R06-006-TEST-02|BWS118-R06-006-TEST-03|BWS118-R06-006-TEST-04|BWS118-R06-006-TEST-05	api_or_projection|cancellation_or_timeout|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
BWS118-R06-010	Shutdown uses startup role order instead of scheduler-stop, worker-drain, convergence, cockpit, API order	P1	R06	BWS-W2-T23	23	S3	23	deployment/systemd-user/bws-operator.service.template|docs/035_continuous_service_supervisor_contract.md|packages/bootstrap/src/api/bws-read-only-query-http.ts|packages/bootstrap/src/cli/bws-read-only-api.ts|packages/bootstrap/src/operations/operator-lifecycle.ts|packages/bootstrap/src/operations/private-paper-scheduler-service.ts|packages/bootstrap/src/operations/private-paper-worker-service.ts|packages/bootstrap/src/operations/runtime-applications.ts|packages/bootstrap/src/operations/upstream-convergence-service.ts|scripts/bws-root-wrapper-runtime.mjs|tests/bws-operator-lifecycle.test.ts	BWS118-R06-010-TEST-01|BWS118-R06-010-TEST-02|BWS118-R06-010-TEST-03|BWS118-R06-010-TEST-04|BWS118-R06-010-TEST-05	cancellation_or_timeout|concurrency_or_ownership|evidence_or_artifact|unit_or_contract	NODE20_AND_DISPOSABLE_LOCAL_DEPENDENCIES_AS_REQUIRED	true	false	false	true	true	false
